,price,bedrooms,bathrooms,view,condition,grade,lat,long,basement,floors_1.5,floors_2.0,floors_2.5,floors_3.0,floors_3.5
2345,305000.0,4,1.0,0.0,4,6,47.4552,-122.354,0,1,0,0,0,0
2346,232000.0,3,2.0,0.0,3,7,47.3715,-122.074,0,0,0,0,0,0
2347,262000.0,4,2.5,0.0,3,7,47.2796,-122.247,0,0,1,0,0,0
2348,234000.0,3,1.0,0.0,5,7,47.3731,-122.312,0,0,0,0,0,0
2349,500000.0,4,2.75,3.0,3,7,47.7088,-122.302,1,0,0,0,0,0
2350,278000.0,3,1.0,0.0,3,6,47.4623,-122.345,0,0,0,0,0,0
2351,230000.0,5,1.0,0.0,3,7,47.4756,-122.294,1,0,0,0,0,0
2352,500000.0,4,1.75,0.0,5,8,47.5328,-122.051,1,0,0,0,0,0
2353,366500.0,4,2.75,0.0,5,7,47.7416,-122.32,1,0,0,0,0,0
2356,575000.0,2,1.75,0.0,3,8,47.6875,-122.393,1,0,0,0,0,0
2357,674750.0,4,2.5,0.0,3,10,47.5848,-122.027,0,0,1,0,0,0
2358,719000.0,5,2.0,0.0,5,7,47.5615,-122.279,1,0,0,0,0,0
2359,482000.0,3,1.75,0.0,4,7,47.4464,-122.497,1,0,0,0,0,0
2360,254000.0,2,1.0,0.0,4,6,47.7508,-122.349,0,0,0,0,0,0
2361,443725.0,3,1.75,0.0,4,7,47.6869,-122.392,1,0,0,0,0,0
2362,575000.0,4,2.5,0.0,3,8,47.652,-122.031,0,0,1,0,0,0
2363,469000.0,3,2.25,0.0,3,8,47.7766,-122.277,1,0,0,0,0,0
2364,175000.0,2,1.0,0.0,5,6,47.327,-122.267,0,0,0,0,0,0
2365,437000.0,5,2.0,0.0,3,7,47.5488,-122.298,1,0,0,0,0,0
2366,550000.0,4,3.0,0.0,4,8,47.7669,-122.268,1,0,0,0,0,0
2367,172040.0,3,2.25,0.0,4,7,47.3911,-122.191,1,0,0,0,0,0
2368,363000.0,3,2.0,0.0,3,8,47.3693,-122.041,0,0,0,0,0,0
2369,282000.0,3,2.25,0.0,3,7,47.3198,-122.178,0,0,1,0,0,0
2371,650000.0,5,3.5,0.0,3,10,47.7261,-122.17,1,0,1,0,0,0
2372,365000.0,3,2.5,0.0,4,7,47.3391,-122.093,0,0,1,0,0,0
2373,269950.0,4,2.5,0.0,3,8,47.2855,-122.36,0,0,1,0,0,0
2374,260000.0,2,1.0,0.0,3,6,47.3375,-122.048,0,0,0,0,0,0
2375,193000.0,3,1.5,0.0,4,7,47.2959,-122.373,0,0,0,0,0,0
2376,340000.0,4,2.25,0.0,3,8,47.3769,-122.028,0,0,1,0,0,0
2377,900000.0,4,3.25,0.0,3,10,47.6445,-122.167,1,0,1,0,0,0
2378,371000.0,3,2.5,0.0,3,8,47.4627,-122.129,0,0,1,0,0,0
2379,592000.0,3,2.5,0.0,3,8,47.5028,-121.769,0,0,1,0,0,0
2380,300000.0,3,2.5,0.0,3,7,47.5003,-122.328,0,0,1,0,0,0
2381,449950.0,4,3.0,0.0,3,8,47.3542,-122.014,0,0,1,0,0,0
2382,299500.0,3,2.5,0.0,3,8,47.2735,-122.295,0,0,1,0,0,0
2383,995000.0,4,2.25,0.0,4,9,47.5377,-122.221,0,0,0,0,0,0
2384,335000.0,4,1.75,0.0,3,7,47.5299,-122.357,1,0,0,0,0,0
2385,280000.0,4,2.25,0.0,4,8,47.3258,-122.328,1,0,0,0,0,0
2386,446000.0,4,2.25,0.0,3,7,47.7278,-122.192,1,0,0,0,0,0
2388,325000.0,3,1.0,0.0,4,6,47.5273,-122.265,0,0,0,0,0,0
2389,450000.0,3,1.75,0.0,3,7,47.6641,-122.176,0,0,0,0,0,0
2390,322500.0,4,2.5,0.0,3,7,47.3843,-122.032,0,0,1,0,0,0
2391,453000.0,3,1.0,0.0,5,7,47.5637,-122.139,0,0,0,0,0,0
2392,655000.0,4,2.5,0.0,3,9,47.7076,-122.232,0,0,1,0,0,0
2393,603000.0,3,2.25,0.0,5,7,47.6819,-122.311,1,0,1,0,0,0
2394,235000.0,4,1.0,0.0,3,6,47.2751,-122.252,0,1,0,0,0,0
2395,968933.0,4,3.5,0.0,3,11,47.681,-122.167,1,0,1,0,0,0
2397,435000.0,4,2.25,0.0,3,8,47.667,-122.178,0,0,1,0,0,0
2398,242000.0,3,2.0,0.0,3,7,47.3635,-122.054,0,0,0,0,0,0
2400,810000.0,4,2.75,0.0,3,9,47.6979,-122.112,0,0,1,0,0,0
2401,625000.0,3,2.5,0.0,4,8,47.7457,-122.141,1,0,0,0,0,0
2402,165000.0,3,1.5,0.0,3,7,47.3323,-122.276,0,0,0,0,0,0
2403,335000.0,3,1.0,0.0,3,7,47.5327,-122.276,1,0,0,0,0,0
2404,286700.0,3,1.0,0.0,3,6,47.5297,-121.827,0,0,0,0,0,0
2405,280000.0,3,1.75,0.0,3,7,47.4288,-122.153,1,0,0,0,0,0
2406,580000.0,4,2.5,0.0,3,8,47.5716,-122.022,0,0,1,0,0,0
2407,754800.0,2,2.5,0.0,3,8,47.7072,-122.017,0,0,1,0,0,0
2408,525000.0,4,2.5,0.0,3,8,47.7266,-121.966,0,0,1,0,0,0
2409,562000.0,3,1.75,2.0,3,8,47.7437,-122.291,0,0,0,0,0,0
2410,575000.0,4,1.75,0.0,3,7,47.6805,-122.364,1,0,0,0,0,0
2411,808900.0,5,2.5,0.0,3,9,47.5396,-121.998,0,0,1,0,0,0
2412,992000.0,3,2.25,0.0,4,10,47.5571,-122.216,1,0,0,0,0,0
2413,335000.0,3,2.5,0.0,3,7,47.3826,-122.028,0,0,1,0,0,0
2414,473000.0,3,2.75,0.0,3,7,47.7163,-122.303,0,0,0,0,0,0
2415,350000.0,4,2.75,1.0,4,8,47.3357,-122.336,1,0,0,0,0,0
2417,305500.0,3,1.0,0.0,4,7,47.7542,-122.307,0,0,0,0,0,0
2418,306000.0,2,1.0,0.0,4,7,47.7383,-122.074,0,0,0,0,0,0
2419,233000.0,2,2.25,0.0,3,8,47.7064,-122.344,0,0,1,0,0,0
2420,490000.0,3,1.75,0.0,3,8,47.7152,-122.322,0,0,0,0,0,0
2421,445000.0,4,2.5,0.0,3,8,47.3424,-122.077,0,0,1,0,0,0
2422,355000.0,3,2.25,0.0,3,7,47.4856,-122.247,1,0,0,0,0,0
2423,360000.0,2,2.0,0.0,4,8,47.4287,-122.163,0,0,0,0,0,0
2424,737500.0,3,1.75,0.0,3,7,47.6877,-122.283,0,0,1,0,0,0
2425,985000.0,3,3.5,0.0,5,8,47.582,-122.194,0,0,1,0,0,0
2426,349950.0,2,3.25,0.0,3,8,47.548,-122.375,1,0,1,0,0,0
2427,520000.0,4,2.5,0.0,3,8,47.5383,-121.879,1,0,1,0,0,0
2428,355950.0,4,2.5,0.0,3,7,47.7654,-122.359,1,0,0,0,0,0
2429,485000.0,5,2.5,0.0,3,9,47.4461,-122.208,0,0,1,0,0,0
2430,143000.0,3,1.0,0.0,4,6,47.3159,-122.183,0,0,0,0,0,0
2432,355000.0,3,1.0,0.0,4,7,47.7002,-122.191,0,0,0,0,0,0
2434,200000.0,5,1.75,0.0,4,7,47.5025,-122.142,0,0,0,0,0,0
2435,913000.0,4,2.5,0.0,3,11,47.5899,-121.979,0,0,1,0,0,0
2437,409900.0,2,2.5,0.0,3,9,47.6897,-122.175,0,0,1,0,0,0
2438,265000.0,4,1.0,0.0,3,6,47.5223,-122.286,1,0,0,0,0,0
2439,740000.0,5,3.0,0.0,5,8,47.6434,-122.115,1,0,0,0,0,0
2440,306000.0,4,2.5,0.0,3,7,47.3347,-122.17,0,0,1,0,0,0
2441,381000.0,3,2.5,0.0,3,7,47.5328,-121.871,0,0,1,0,0,0
2444,408000.0,2,1.0,0.0,5,6,47.7346,-122.352,0,0,0,0,0,0
2445,739900.0,5,2.5,0.0,3,9,47.7074,-122.101,0,0,1,0,0,0
2446,674250.0,4,2.5,0.0,4,9,47.7386,-122.091,0,0,0,0,0,0
2447,438400.0,2,1.0,0.0,4,7,47.7218,-122.37,0,0,0,0,0,0
2449,703000.0,3,2.0,0.0,3,8,47.5852,-122.388,0,1,0,0,0,0
2450,262000.0,3,1.75,0.0,4,7,47.2871,-122.354,0,0,0,0,0,0
2451,353000.0,3,2.0,0.0,3,7,47.4705,-121.754,0,0,0,0,0,0
2452,500000.0,4,2.5,0.0,3,8,47.685,-122.158,0,0,1,0,0,0
2454,332000.0,4,2.5,0.0,3,8,47.3809,-122.097,0,0,1,0,0,0
2455,824000.0,4,2.5,0.0,4,9,47.6269,-122.09,1,0,0,0,0,0
2456,290000.0,4,2.0,0.0,3,7,47.5878,-122.312,0,0,0,0,0,0
2457,700000.0,3,2.5,2.0,3,9,47.6268,-122.353,1,0,1,0,0,0
2458,550000.0,2,1.0,0.0,4,7,47.6715,-122.393,1,0,0,0,0,0
2459,549000.0,2,1.0,0.0,4,7,47.7212,-122.331,0,1,0,0,0,0
2461,858000.0,4,2.25,0.0,3,9,47.6133,-122.152,0,0,1,0,0,0
2462,345000.0,2,1.0,0.0,3,7,47.7252,-122.331,0,0,0,0,0,0
2463,340000.0,4,1.75,0.0,3,8,47.19600000000001,-122.006,0,0,0,1,0,0
2465,275000.0,3,2.25,0.0,3,7,47.7071,-122.336,0,0,0,0,1,0
2466,405000.0,3,1.0,0.0,3,7,47.6326,-122.119,0,0,0,0,0,0
2467,432500.0,3,2.0,0.0,5,7,47.7393,-122.325,0,0,1,0,0,0
2468,236500.0,4,1.0,0.0,3,6,47.5484,-122.287,1,1,0,0,0,0
2469,679000.0,4,1.5,0.0,4,8,47.6901,-122.339,0,1,0,0,0,0
2470,543000.0,4,2.5,0.0,3,8,47.7168,-122.333,0,0,1,0,0,0
2471,294000.0,3,1.0,0.0,3,7,47.4857,-122.253,1,0,0,0,0,0
2472,340500.0,3,1.75,0.0,4,7,47.4581,-122.162,0,0,0,0,0,0
2474,335000.0,2,2.0,0.0,3,8,47.6344,-122.107,0,0,0,0,0,0
2475,425000.0,3,2.0,0.0,3,7,47.7342,-122.202,0,0,0,0,0,0
2476,353000.0,3,2.5,0.0,4,8,47.1896,-122.013,0,0,1,0,0,0
2477,540000.0,3,2.5,0.0,3,8,47.5707,-121.999,0,0,1,0,0,0
2478,640000.0,5,3.5,0.0,3,9,47.6108,-122.06,1,0,1,0,0,0
2479,339950.0,3,1.0,0.0,3,8,47.7738,-122.261,0,0,0,0,0,0
2480,195000.0,3,1.75,0.0,2,7,47.4476,-121.771,1,0,0,0,0,0
2481,322000.0,3,1.75,0.0,2,7,47.4476,-121.771,1,0,0,0,0,0
2482,660000.0,4,1.75,0.0,3,8,47.5938,-122.154,1,0,0,0,0,0
2485,207500.0,3,1.0,0.0,4,6,47.3059,-122.368,0,0,0,0,0,0
2486,195000.0,3,1.5,0.0,3,7,47.4887,-122.343,0,0,0,0,0,0
2487,700000.0,3,2.0,0.0,5,7,47.68600000000001,-122.391,1,0,0,0,0,0
2488,560000.0,4,1.75,2.0,4,7,47.5344,-122.345,1,0,0,0,0,0
2489,260000.0,3,1.75,0.0,5,7,47.5256,-122.38,0,0,0,0,0,0
2490,575000.0,3,1.75,0.0,5,7,47.5256,-122.38,0,0,0,0,0,0
2491,475000.0,3,2.5,0.0,3,8,47.7515,-122.174,1,0,1,0,0,0
2492,285000.0,3,1.75,0.0,3,7,47.5359,-122.276,1,0,0,0,0,0
2493,753888.0,4,2.5,2.0,3,9,47.5439,-121.996,0,0,1,0,0,0
2494,650000.0,3,2.5,0.0,3,9,47.5506,-121.993,0,0,1,0,0,0
2495,620000.0,3,2.25,0.0,4,7,47.6773,-122.372,1,1,0,0,0,0
2496,526000.0,3,1.75,0.0,3,7,47.5858,-122.015,1,0,0,0,0,0
2497,155000.0,2,1.0,0.0,5,6,47.4924,-122.175,0,0,0,0,0,0
2498,342000.0,4,2.0,0.0,3,7,47.7573,-122.217,1,0,0,0,0,0
2499,390000.0,3,1.75,0.0,3,7,47.7224,-121.926,0,0,0,0,0,0
2500,685000.0,3,2.75,0.0,4,9,47.553,-121.946,1,0,1,0,0,0
2501,608000.0,4,2.5,0.0,3,7,47.6869,-122.036,0,0,1,0,0,0
2502,179900.0,2,1.0,0.0,3,6,47.5136,-122.316,0,0,0,0,0,0
2504,166000.0,3,1.0,0.0,3,7,47.4849,-122.301,0,0,0,0,0,0
2505,462000.0,3,1.5,0.0,3,8,47.5366,-122.268,1,1,0,0,0,0
2506,545000.0,4,2.5,0.0,3,8,47.5713,-121.997,0,0,1,0,0,0
2507,415000.0,3,1.0,0.0,3,7,47.6118,-122.306,0,1,0,0,0,0
2508,269000.0,3,2.5,0.0,3,7,47.3838,-122.026,0,0,1,0,0,0
2509,356500.0,4,2.5,0.0,3,8,47.2809,-122.296,0,0,1,0,0,0
2510,225000.0,3,1.0,0.0,4,6,47.3781,-122.314,0,0,0,0,0,0
2511,175000.0,2,1.0,0.0,4,6,47.301,-122.226,0,0,0,0,0,0
2512,549000.0,5,2.5,0.0,4,8,47.5903,-122.157,0,0,1,0,0,0
2513,535000.0,3,2.75,0.0,3,8,47.4369,-122.338,0,0,1,0,0,0
2514,627000.0,4,2.25,0.0,3,8,47.5688,-122.087,0,0,0,0,0,0
2515,565000.0,3,2.0,3.0,3,9,47.4612,-122.365,0,0,0,1,0,0
2516,392450.0,4,2.0,0.0,3,7,47.6965,-122.342,1,0,0,0,0,0
2517,509000.0,2,2.0,0.0,3,8,47.7086,-122.019,0,0,0,0,0,0
2518,340000.0,3,2.5,0.0,3,7,47.6865,-122.379,1,0,0,0,0,0
2519,537000.0,3,2.5,0.0,3,7,47.6865,-122.379,1,0,0,0,0,0
2520,865000.0,4,3.0,0.0,3,10,47.5937,-121.982,0,0,1,0,0,0
2521,358000.0,2,1.0,0.0,3,7,47.7448,-122.3,0,0,0,0,0,0
2522,595000.0,4,2.25,0.0,5,7,47.5848,-122.384,1,1,0,0,0,0
2523,661000.0,4,2.5,0.0,3,9,47.6791,-122.149,0,0,1,0,0,0
2524,419950.0,3,2.25,0.0,4,7,47.7211,-122.166,1,0,0,0,0,0
2525,490000.0,4,3.5,0.0,3,9,47.3545,-122.001,0,0,1,0,0,0
2526,525000.0,2,1.0,0.0,3,7,47.6847,-122.387,0,0,0,0,0,0
2527,350000.0,3,2.0,0.0,3,7,47.6959,-122.376,0,0,0,0,1,0
2528,552500.0,3,2.5,0.0,3,9,47.7749,-122.159,0,0,1,0,0,0
2529,210000.0,3,1.0,0.0,4,6,47.3283,-122.337,0,0,0,0,0,0
2530,390000.0,3,2.5,0.0,3,9,47.3323,-122.079,0,0,1,0,0,0
2531,336800.0,5,1.75,0.0,3,7,47.7734,-122.315,1,1,0,0,0,0
2532,465000.0,3,2.5,0.0,3,7,47.6825,-122.036,0,0,1,0,0,0
2533,299900.0,4,2.5,0.0,3,7,47.3672,-122.019,0,0,1,0,0,0
2534,715000.0,3,3.25,0.0,3,9,47.5558,-122.002,0,0,1,0,0,0
2535,235000.0,4,2.5,0.0,3,7,47.3472,-122.11,1,0,0,0,0,0
2536,276000.0,3,2.5,0.0,3,8,47.2877,-122.283,0,0,1,0,0,0
2537,265000.0,4,1.5,0.0,4,7,47.2808,-122.3,1,0,0,0,0,0
2538,425000.0,3,1.75,2.0,4,6,47.68600000000001,-122.346,1,0,0,0,0,0
2539,313000.0,4,2.5,0.0,3,8,47.2599,-122.215,0,0,1,0,0,0
2540,715000.0,3,2.5,3.0,3,8,47.7701,-122.389,1,0,0,0,0,0
2541,265000.0,3,2.25,0.0,3,7,47.3305,-122.285,0,0,1,0,0,0
2542,646000.0,3,2.75,0.0,3,9,47.7497,-122.245,0,0,1,0,0,0
2543,175000.0,3,1.0,0.0,3,7,47.4941,-122.34,0,0,0,0,0,0
2544,649000.0,3,2.5,3.0,4,10,47.3424,-122.326,1,0,0,0,0,0
2545,785000.0,3,2.75,0.0,4,7,47.6357,-122.397,1,0,0,0,0,0
2546,890000.0,4,2.75,0.0,5,8,47.6158,-122.293,1,0,0,0,0,0
2547,612000.0,3,3.0,0.0,3,9,47.7239,-122.164,0,0,0,0,0,0
2548,330000.0,4,2.5,0.0,3,8,47.277,-122.347,0,0,1,0,0,0
2549,493000.0,3,2.25,0.0,3,8,47.6297,-122.099,0,0,0,0,0,0
2553,499000.0,3,2.5,0.0,3,7,47.6037,-122.311,1,0,0,1,0,0
2555,530000.0,2,1.5,2.0,3,8,47.5762,-122.377,1,0,0,0,0,0
2556,895000.0,5,2.5,0.0,4,8,47.6005,-122.204,1,0,0,0,0,0
2557,267345.0,4,2.25,0.0,4,7,47.3092,-122.372,1,0,0,0,0,0
2558,275000.0,3,2.5,0.0,3,8,47.4723,-121.746,0,0,1,0,0,0
2559,439950.0,3,1.75,0.0,3,7,47.7329,-121.92,1,0,0,0,0,0
2560,455000.0,3,2.25,0.0,4,7,47.5667,-122.018,0,0,1,0,0,0
2561,630000.0,3,1.75,0.0,3,7,47.6782,-122.278,1,0,0,0,0,0
2562,690000.0,3,2.5,0.0,3,9,47.5533,-121.992,0,0,1,0,0,0
2563,212000.0,4,1.75,0.0,4,7,47.302,-122.382,0,0,0,0,0,0
2564,231500.0,4,2.25,0.0,4,7,47.3762,-122.183,1,0,0,0,0,0
2566,378500.0,3,2.5,0.0,4,9,47.3163,-122.142,0,0,1,0,0,0
2567,482000.0,4,2.5,0.0,3,9,47.375,-122.022,0,0,1,0,0,0
2568,695000.0,2,1.0,0.0,3,7,47.6554,-122.333,0,0,0,0,0,0
2569,965000.0,4,2.5,0.0,3,10,47.6908,-122.052,0,0,1,0,0,0
2570,675000.0,3,1.75,0.0,4,8,47.6481,-122.406,1,0,0,0,0,0
2571,387000.0,3,1.5,0.0,3,7,47.7168,-122.192,0,0,0,0,0,0
2572,347500.0,4,2.75,0.0,3,8,47.4442,-122.129,0,0,1,0,0,0
2573,385000.0,3,2.0,0.0,3,8,47.4598,-122.352,0,0,0,0,0,0
2574,265000.0,3,1.0,0.0,3,6,47.5209,-122.374,0,0,0,0,0,0
2575,406000.0,3,1.0,0.0,3,7,47.6805,-122.301,0,0,0,0,0,0
2576,134000.0,2,1.5,0.0,3,7,47.7076,-121.359,0,0,1,0,0,0
2577,415000.0,3,1.0,0.0,5,7,47.6838,-122.352,1,0,1,0,0,0
2578,375000.0,3,1.75,0.0,3,7,47.7231,-122.17,0,0,0,0,0,0
2579,620000.0,4,2.5,0.0,3,8,47.6319,-122.022,0,0,1,0,0,0
2580,337500.0,5,2.5,0.0,3,7,47.3539,-122.024,0,0,1,0,0,0
2581,565000.0,3,2.5,0.0,4,7,47.5901,-122.167,1,0,0,0,0,0
2582,399500.0,3,1.75,0.0,3,7,47.4943,-121.789,0,0,1,0,0,0
2584,352500.0,3,2.0,0.0,3,8,47.4983,-122.167,0,0,0,0,0,0
2585,259000.0,3,2.0,0.0,3,7,47.3665,-122.183,1,0,0,0,0,0
2586,320000.0,2,1.0,0.0,3,7,47.5268,-122.343,0,0,0,0,0,0
2587,733000.0,3,2.5,0.0,4,9,47.6712,-122.142,0,0,1,0,0,0
2588,381500.0,2,1.0,0.0,5,7,47.6859,-122.322,0,0,0,0,0,0
2589,343000.0,2,1.0,0.0,4,7,47.5492,-122.274,1,0,0,0,0,0
2590,205500.0,2,1.0,0.0,5,6,47.2113,-121.992,0,0,0,0,0,0
2591,525000.0,3,2.0,0.0,5,7,47.5821,-122.016,0,0,0,0,0,0
2592,300000.0,3,1.75,2.0,5,6,47.4883,-122.191,1,0,0,0,0,0
2593,299000.0,2,1.0,0.0,3,6,47.7199,-122.085,0,0,0,0,0,0
2594,561000.0,4,2.5,0.0,3,8,47.5763,-122.0,0,0,1,0,0,0
2595,450000.0,3,1.0,0.0,3,7,47.5934,-122.308,1,1,0,0,0,0
2596,540000.0,4,2.5,0.0,3,8,47.6914,-122.103,0,0,1,0,0,0
2597,379000.0,3,2.5,0.0,3,8,47.46,-121.707,0,0,1,0,0,0
2598,230000.0,3,1.0,0.0,4,7,47.4213,-122.322,0,0,0,0,0,0
2599,399950.0,3,2.5,0.0,4,8,47.3442,-122.062,0,0,1,0,0,0
2600,355000.0,5,2.5,0.0,3,8,47.3714,-122.103,0,0,1,0,0,0
2601,580000.0,4,2.25,0.0,3,8,47.5883,-122.112,0,0,0,0,0,0
2602,700000.0,3,2.0,0.0,4,7,47.5779,-122.294,1,1,0,0,0,0
2603,279900.0,3,1.75,1.0,4,7,47.3672,-122.312,1,0,0,0,0,0
2604,210000.0,3,1.0,0.0,3,6,47.4921,-122.275,0,0,0,0,0,0
2606,290300.0,2,1.0,0.0,4,6,47.4836,-122.204,0,0,0,0,0,0
2608,490000.0,3,1.0,0.0,3,7,47.7015,-122.317,1,1,0,0,0,0
2609,606000.0,4,2.5,0.0,3,9,47.5497,-122.077,0,0,1,0,0,0
2610,359950.0,3,1.0,0.0,3,6,47.7041,-122.34,1,0,0,0,0,0
2611,677100.0,3,2.0,0.0,3,10,47.6496,-122.083,0,0,0,0,0,0
2612,465000.0,3,2.0,0.0,4,7,47.6256,-122.059,0,0,0,0,0,0
2614,500000.0,3,2.0,0.0,4,8,47.3944,-121.972,1,0,0,0,0,0
2615,455000.0,2,1.0,0.0,4,7,47.7518,-122.279,0,0,0,0,0,0
2617,420000.0,3,2.5,0.0,4,8,47.7575,-122.364,1,0,0,0,0,0
2618,169575.0,3,1.0,0.0,3,7,47.3327,-122.306,0,0,0,0,0,0
2619,250000.0,3,1.0,0.0,3,7,47.3327,-122.306,0,0,0,0,0,0
2620,530000.0,3,2.25,0.0,5,7,47.713,-122.225,1,0,0,0,0,0
2621,590000.0,5,3.25,0.0,5,8,47.4952,-122.068,1,0,0,0,0,0
2622,257500.0,3,1.75,0.0,3,7,47.3146,-122.043,1,0,0,0,0,0
2623,415000.0,3,1.0,0.0,3,8,47.7122,-122.29,0,0,0,0,0,0
2624,536000.0,3,1.75,0.0,3,7,47.672,-122.397,1,1,0,0,0,0
2625,246500.0,3,1.5,0.0,4,7,47.4075,-122.196,0,0,0,0,0,0
2626,395000.0,3,1.75,0.0,3,8,47.7225,-122.202,0,0,0,0,0,0
2627,739000.0,3,2.25,0.0,4,8,47.6383,-122.098,1,0,0,0,0,0
2629,190000.0,3,1.0,0.0,4,7,47.2741,-122.301,0,0,0,0,0,0
2630,305000.0,3,1.5,0.0,3,7,47.4717,-122.323,0,0,0,0,0,0
2632,895000.0,4,3.0,0.0,3,10,47.5468,-122.231,1,0,1,0,0,0
2633,656000.0,3,1.75,0.0,3,8,47.6732,-122.272,0,1,0,0,0,0
2634,560000.0,4,1.0,0.0,3,7,47.6829,-122.378,1,1,0,0,0,0
2635,610000.0,5,2.25,0.0,3,9,47.6322,-122.053,0,0,1,0,0,0
2636,645000.0,4,2.5,0.0,3,9,47.5852,-121.992,0,0,1,0,0,0
2637,259000.0,3,2.5,0.0,3,8,47.2872,-122.283,0,0,1,0,0,0
2638,980000.0,4,2.5,0.0,3,10,47.6533,-122.183,0,0,1,0,0,0
2641,900000.0,3,2.75,0.0,3,8,47.674,-122.196,1,1,0,0,0,0
2642,475000.0,4,1.5,0.0,4,7,47.6944,-122.355,1,1,0,0,0,0
2643,350000.0,5,2.75,0.0,4,8,47.3774,-122.16,1,0,0,0,0,0
2644,840000.0,4,1.75,3.0,3,9,47.6765,-122.404,1,0,0,0,0,0
2645,500000.0,4,2.5,0.0,3,8,47.5512,-122.17,1,0,0,0,0,0
2646,202500.0,3,1.5,0.0,3,7,47.4303,-122.334,1,0,0,0,0,0
2647,523000.0,4,2.5,0.0,3,8,47.4969,-122.06,0,0,1,0,0,0
2648,225000.0,3,2.5,0.0,3,7,47.2671,-122.236,0,0,1,0,0,0
2649,418200.0,3,2.25,1.0,3,7,47.3995,-122.318,1,0,0,0,0,0
2650,356500.0,4,1.75,0.0,3,7,47.7432,-122.248,1,0,0,0,0,0
2651,670000.0,4,3.0,0.0,4,7,47.6895,-122.331,0,1,0,0,0,0
2652,456150.0,3,2.25,0.0,5,7,47.7509,-122.3,1,0,0,0,0,0
2653,471000.0,4,2.5,0.0,3,8,47.485,-121.799,1,0,1,0,0,0
2654,558000.0,3,2.5,0.0,3,8,47.5891,-122.387,0,0,0,0,1,0
2656,161500.0,3,1.0,0.0,5,7,47.2811,-122.214,0,0,0,0,0,0
2657,311000.0,3,1.0,0.0,3,7,47.7284,-122.241,0,1,0,0,0,0
2659,569000.0,3,3.25,0.0,5,8,47.5665,-122.316,1,1,0,0,0,0
2660,689000.0,4,2.5,0.0,3,9,47.5652,-122.013,0,0,1,0,0,0
2661,271900.0,3,1.75,0.0,3,7,47.4472,-121.774,1,0,0,0,0,0
2662,278000.0,4,2.5,0.0,3,7,47.359,-122.191,0,0,1,0,0,0
2663,820000.0,2,2.5,0.0,4,8,47.6305,-122.3,1,0,1,0,0,0
2664,399500.0,3,1.75,0.0,4,7,47.5375,-122.176,0,0,0,0,0,0
2665,462000.0,3,2.75,0.0,4,9,47.6102,-122.114,0,0,1,0,0,0
2666,347500.0,3,1.0,0.0,3,7,47.3126,-122.043,1,0,0,0,0,0
2667,562100.0,2,0.75,0.0,3,7,47.6707,-122.364,1,0,0,0,0,0
2668,230000.0,2,1.0,0.0,3,6,47.4499,-122.176,0,0,0,0,0,0
2669,687000.0,4,2.5,0.0,5,8,47.6715,-122.166,0,0,1,0,0,0
2670,725786.0,4,2.5,0.0,3,10,47.5847,-122.08,0,0,1,0,0,0
2671,315500.0,3,1.0,0.0,4,7,47.7422,-122.1,0,0,0,0,0,0
2672,312000.0,4,2.0,0.0,3,7,47.5071,-122.369,0,0,0,0,0,0
2673,343000.0,3,3.25,0.0,3,8,47.7114,-122.356,1,0,1,0,0,0
2674,385195.0,1,1.0,0.0,3,6,47.5756,-122.316,0,1,0,0,0,0
2675,415000.0,4,2.25,0.0,4,8,47.4777,-122.142,1,0,0,0,0,0
2676,461000.0,3,1.75,0.0,4,6,47.6893,-122.167,1,0,1,0,0,0
2677,369990.0,4,2.5,0.0,3,7,47.4941,-122.19,0,0,1,0,0,0
2678,349950.0,4,2.5,0.0,3,7,47.7351,-121.985,0,0,1,0,0,0
2679,285750.0,3,2.25,0.0,3,8,47.4436,-122.21,1,0,0,0,0,0
2680,542500.0,4,2.25,0.0,3,8,47.5909,-122.158,1,0,0,0,0,0
2681,830000.0,5,3.5,0.0,3,9,47.7085,-122.117,1,0,1,0,0,0
2682,705000.0,4,2.5,0.0,4,8,47.7085,-122.24,1,0,1,0,0,0
2683,615000.0,2,1.0,0.0,3,8,47.6828,-122.393,1,0,0,0,0,0
2684,184500.0,2,1.0,0.0,3,6,47.5056,-122.27,0,0,0,0,0,0
2685,412000.0,2,1.0,0.0,3,7,47.6048,-122.312,0,0,0,0,0,0
2686,250000.0,3,1.5,0.0,3,7,47.492,-122.309,0,1,0,0,0,0
2687,580000.0,5,2.0,0.0,3,7,47.6685,-122.305,0,0,1,0,0,0
2688,220000.0,2,1.0,0.0,5,6,47.4759,-122.208,0,0,0,0,0,0
2689,675000.0,4,2.75,0.0,4,8,47.6495,-122.194,1,0,0,0,0,0
2690,373500.0,2,1.0,0.0,3,7,47.6566,-122.358,0,0,0,0,0,0
2691,662700.0,2,1.5,0.0,3,7,47.5568,-122.271,1,0,1,0,0,0
2692,239950.0,5,1.0,0.0,4,6,47.487,-122.282,0,0,1,0,0,0
2693,383000.0,3,1.0,0.0,4,7,47.6788,-122.162,0,0,0,0,0,0
2694,485000.0,3,2.75,0.0,4,7,47.7669,-122.268,1,0,0,0,0,0
2695,610000.0,4,2.75,0.0,5,8,47.593,-122.054,1,0,0,0,0,0
2697,780000.0,2,2.5,0.0,5,8,47.6233,-122.3,1,0,1,0,0,0
